user_id,age,salary,department,city,gender
U0077,51.0,94580.91,Marketing,Paris,Male
U0078,41.0,99592.17,HR,London,Male
U0079,45.0,85477.29,Marketing,Paris,Female
U0080,44.0,94533.14,HR,London,Male
U0081,28.0,54104.26,Marketing,Paris,Male
U0082,30.0,57563.7,Sales,New York,Female
U0083,22.0,36352.5,Marketing,Paris,Male
U0084,47.0,84297.01,HR,London,Male
U0085,59.0,125399.21,HR,London,Female
U0086,59.0,108070.78,Engineering,Tokyo,Male
U0087,43.0,90625.19,Sales,Paris,Female
U0088,31.0,62905.84,Marketing,London,Female
U0089,27.0,61526.39,Engineering,Tokyo,Male
U0090,38.0,69900.46,Marketing,New York,Male
U0091,59.0,128801.44,Marketing,London,Male
U0092,45.0,88588.09,Engineering,Paris,Male
U0093,31.0,87916.95,Engineering,New York,Male
U0094,29.0,41858.24,Engineering,London,Male
U0095,42.0,108289.35,Engineering,Paris,Male
U0096,27.0,52736.34,Engineering,London,Male
U0097,42.0,86228.02,Marketing,Paris,Female
U0098,45.0,83957.11,Engineering,Tokyo,Male
U0099,54.0,92311.19,Sales,London,Female
U0100,39.0,72716.03,HR,London,Female
U0101,49.0,94343.13,Engineering,New York,Male
U0102,53.0,107828.02,Engineering,Tokyo,Male
U0103,33.0,77211.38,Marketing,New York,Male
U0104,48.0,97907.31,Engineering,London,Male
U0105,31.0,64081.42,Engineering,Tokyo,Male
U0106,53.0,109843.68,Engineering,Paris,Male
U0107,47.0,76450.7,Marketing,Tokyo,Male
U0108,46.0,75374.75,Engineering,Tokyo,Male
U0109,32.0,49030.11,HR,Paris,Female
U0110,44.0,84267.26,Marketing,London,Male
U0111,55.0,91282.85,HR,London,Female
U0112,44.0,81102.12,Marketing,New York,Male
U0113,50.0,86317.51,Engineering,London,Male
U0114,52.0,108877.15,HR,London,Female
U0115,28.0,60376.56,Marketing,Paris,Male
U0116,54.0,104993.56,Sales,New York,Male
U0117,42.0,65000.39,Engineering,Tokyo,Male
U0118,23.0,43628.56,Marketing,New York,Male
U0119,39.0,81286.26,Sales,London,Male
U0120,54.0,116107.27,Marketing,New York,Male
U0121,58.0,133534.05,Sales,Tokyo,Female
U0122,55.0,121184.98,Engineering,Paris,Male
U0123,41.0,83647.77,HR,London,Male
U0124,56.0,109147.59,Sales,London,Female
U0125,39.0,70570.66,Marketing,Tokyo,Male
U0126,45.0,103556.62,Engineering,Paris,Male
U0127,29.0,59665.91,Sales,New York,Female
U0128,51.0,108305.44,Marketing,Tokyo,Male
U0129,31.0,56097.8,Marketing,New York,Female
U0130,44.0,75590.91,Marketing,Paris,Male
U0131,32.0,59996.62,Sales,Paris,Female
U0132,23.0,42970.72,Sales,Paris,Female
U0133,47.0,95917.72,Sales,Paris,Female
U0134,57.0,106625.66,HR,New York,Female
U0135,54.0,108249.7,Sales,Tokyo,Male
U0136,34.0,79777.06,Sales,Tokyo,Female
U0137,46.0,75270.38,Sales,New York,Female
U0138,25.0,28830.97,HR,Paris,Female
U0139,40.0,92459.14,Sales,Paris,Male
U0140,39.0,63363.74,Marketing,London,Female
U0141,58.0,112199.28,Sales,London,Male
U0142,51.0,108084.8,Marketing,New York,Male
U0143,40.0,79407.74,Marketing,Tokyo,Male
U0144,44.0,87267.12,Marketing,London,Male
U0145,37.0,74723.97,HR,London,Female
U0146,22.0,69187.14,HR,Tokyo,Female
U0147,33.0,83806.25,HR,London,Female
U0148,45.0,83062.75,Sales,Tokyo,Male
U0149,55.0,120508.88,Marketing,New York,Male
U0150,29.0,63055.08,HR,London,Female
U0151,39.0,77804.85,HR,Paris,Female
U0152,26.0,42921.31,Sales,New York,Female
U0153,47.0,98513.68,HR,London,Male
U0154,51.0,98939.55,Sales,Tokyo,Female
U0155,34.0,64204.4,Engineering,New York,Male
U0156,40.0,72329.29,HR,London,Female
U0157,50.0,109998.24,Engineering,New York,Male
U0158,24.0,40322.62,Sales,Paris,Female
U0159,47.0,86383.55,Marketing,London,Male
U0160,33.0,73779.38,HR,London,Female
U0161,23.0,44556.7,Sales,Tokyo,Male
U0162,32.0,62825.81,Marketing,New York,Male
U0163,49.0,108328.93,Marketing,Paris,Male
U0164,39.0,91137.01,Engineering,Tokyo,Male
U0165,34.0,46721.54,Sales,London,Female
U0166,58.0,114712.26,Marketing,Tokyo,Male
U0167,43.0,71897.35,HR,Tokyo,Female
U0168,33.0,62132.07,HR,Paris,Female
U0169,23.0,45932.64,Engineering,London,Male
U0170,58.0,112451.45,Marketing,Paris,Male
U0171,28.0,45747.25,Sales,London,Female
U0172,47.0,83239.93,HR,New York,Female
U0173,47.0,101279.41,Marketing,New York,Male
U0174,45.0,105348.1,Marketing,Paris,Male
U0175,33.0,45395.23,Engineering,Tokyo,Male
U0176,37.0,70723.81,HR,London,Female
U0177,44.0,95319.64,HR,London,Male
U0178,30.0,59673.96,Sales,Paris,Female
U0179,53.0,94863.13,HR,Tokyo,Female
U0180,36.0,67222.11,Sales,Tokyo,Female
U0181,58.0,119021.5,HR,London,Male
U0182,34.0,64928.08,Engineering,New York,Male
U0183,26.0,51520.2,HR,London,Female
U0184,32.0,63808.4,Sales,New York,Female
U0185,31.0,56757.18,Sales,Paris,Female
U0186,34.0,76165.69,Engineering,Tokyo,Male
U0187,36.0,67225.08,HR,London,Female
U0188,28.0,45945.32,HR,Paris,Female
U0189,49.0,120296.39,Engineering,Tokyo,Male
U0190,53.0,105222.06,HR,New York,Female
U0191,56.0,85998.79,HR,Paris,Male
U0192,36.0,84547.45,Sales,Paris,Female
U0193,57.0,126515.29,HR,London,Male
U0194,42.0,88571.76,HR,Paris,Male
U0195,27.0,60316.35,Engineering,Paris,Male
U0196,22.0,65597.42,Engineering,London,Male
U0197,,40371.98,Marketing,Paris,Female
U0198,32.0,65332.4,Sales,New York,Male
U0199,47.0,113697.03,HR,London,Female
U0200,58.0,137815.69,HR,New York,Male
U0201,44.0,84339.08,Marketing,London,Male
U0202,50.0,120101.51,HR,Tokyo,Male
U0203,42.0,92026.31,Sales,Paris,Female
U0204,48.0,110952.14,Marketing,Tokyo,Male
U0205,34.0,75698.21,Sales,New York,Female
U0206,44.0,91054.46,Marketing,Tokyo,Male
U0207,37.0,96093.87,Marketing,New York,Male
U0208,51.0,96713.9,Engineering,Tokyo,Male
U0209,25.0,69022.83,Sales,New York,Female
U0210,37.0,94606.89,HR,Paris,Female
U0211,52.0,117630.48,HR,Tokyo,Female
U0212,46.0,91282.71,Sales,New York,Male
U0213,33.0,68444.35,HR,New York,Female
U0214,47.0,81251.94,HR,Tokyo,Female
U0215,58.0,111474.2,Sales,Tokyo,Male
U0216,54.0,114207.12,Marketing,Tokyo,Male
U0217,49.0,83732.88,Sales,Paris,Female
U0218,30.0,57020.89,Marketing,Paris,Male
U0219,33.0,85448.29,HR,Paris,Female
U0220,26.0,50456.36,HR,Tokyo,Female
U0221,49.0,108336.28,HR,New York,Female
U0222,56.0,117665.02,Engineering,New York,Male
U0223,26.0,48923.11,Marketing,New York,Female
U0224,55.0,108449.51,Engineering,London,Male
U0225,55.0,111668.65,Engineering,Tokyo,Male
U0226,34.0,47489.78,Sales,New York,Female
U0227,35.0,79469.75,Engineering,Tokyo,Male
U0228,32.0,62816.2,Sales,Tokyo,Female
U0229,59.0,127819.17,Sales,New York,Male
U0230,25.0,53882.01,Engineering,Tokyo,Male
U0231,54.0,106374.4,Marketing,London,Male
U0232,28.0,57975.49,Marketing,London,Female
U0233,29.0,60009.11,Marketing,New York,Female
U0234,58.0,130761.9,Marketing,Tokyo,Male
U0235,31.0,62626.54,Marketing,London,Female
U0236,36.0,74881.66,Engineering,New York,Male
U0237,59.0,105381.1,Engineering,Paris,Male
U0238,36.0,71529.57,HR,Paris,Female
U0239,26.0,66543.1,Marketing,Paris,Female
U0240,50.0,104288.21,Engineering,Paris,Male
U0241,40.0,69189.88,HR,London,Female
U0242,31.0,52261.72,Marketing,New York,Female
U0243,33.0,58585.05,Sales,London,Female
U0244,25.0,59996.31,HR,Paris,Female
U0245,52.0,112765.41,Engineering,Tokyo,Male
U0246,39.0,43457.45,Sales,Paris,Female
U0247,37.0,73186.14,Sales,Tokyo,Female
U0248,57.0,115476.38,Sales,New York,Female
U0249,46.0,82378.56,HR,London,Male
U0250,44.0,84095.25,Engineering,Tokyo,Male
U0251,33.0,79309.99,Sales,Paris,Female
U0252,55.0,114088.43,Marketing,London,Female
U0253,57.0,109004.17,Sales,Tokyo,Female
U0254,58.0,114126.92,Sales,New York,Female
U0255,24.0,45721.27,HR,Tokyo,Female
U0256,30.0,62819.55,HR,Tokyo,Female
U0257,39.0,63702.69,Engineering,New York,Male
U0258,56.0,105302.45,Marketing,London,Male
U0259,55.0,120353.96,HR,New York,Male
U0260,35.0,69274.34,Sales,London,Female
U0261,25.0,41500.92,Engineering,London,Male
U0262,50.0,91913.4,Sales,London,Male
U0263,36.0,79208.44,Sales,Tokyo,Female
U0264,49.0,92821.95,HR,Paris,Male
U0265,37.0,79109.03,Engineering,Paris,Male
U0266,33.0,59731.66,Marketing,Tokyo,Female
U0267,26.0,40700.35,Marketing,London,Male
U0268,55.0,112444.48,HR,New York,Female
U0269,22.0,43026.19,HR,New York,Female
U0270,53.0,112851.24,Engineering,Paris,Male
U0271,47.0,102841.24,Marketing,London,Male
U0272,38.0,72420.33,Marketing,Tokyo,Male
U0273,48.0,99489.34,Marketing,Tokyo,Male
U0274,45.0,86111.9,Sales,Paris,Female
U0275,56.0,118336.47,Marketing,London,Male
U0276,47.0,96334.15,Sales,New York,Male
U0277,59.0,111761.63,Engineering,New York,Male
U0278,44.0,80924.22,Sales,Tokyo,Male
U0279,43.0,88686.68,Engineering,Paris,Male
U0280,25.0,61621.91,Marketing,Tokyo,Male
U0281,,69012.96,Marketing,New York,Female
U0282,25.0,40569.91,Engineering,Tokyo,Male
U0283,28.0,47621.57,HR,London,Female
U0284,44.0,81095.22,Engineering,New York,Male
U0285,23.0,40034.37,HR,New York,Female
U0286,45.0,71833.4,Sales,Tokyo,Female
U0287,52.0,111900.43,Sales,Tokyo,Female
U0288,52.0,99441.17,Sales,Paris,Male
U0289,55.0,114620.74,Marketing,Tokyo,Male
U0290,45.0,86842.42,Sales,London,Male
U0291,47.0,93770.34,HR,Paris,Female
U0292,37.0,67148.14,Sales,Paris,Male
U0293,34.0,67717.42,Engineering,New York,Male
U0294,36.0,63287.54,Engineering,London,Male
U0295,48.0,95791.6,Marketing,London,Male
U0296,25.0,64572.23,Engineering,Paris,Male
U0297,37.0,79206.05,HR,Paris,Female
U0298,51.0,104910.52,Sales,New York,Female
U0299,51.0,88802.59,Marketing,Tokyo,Male
U0300,57.0,119672.56,Sales,London,Male
U0301,24.0,54644.53,Sales,London,Female
U0302,43.0,88682.66,HR,New York,Female
U0303,43.0,88142.82,Engineering,Paris,Male
U0304,33.0,64598.19,Engineering,London,Male
U0305,42.0,90494.03,Sales,New York,Male
U0306,25.0,63970.11,Marketing,Paris,Female
U0307,52.0,107305.28,Engineering,New York,Male
U0308,52.0,94282.83,Marketing,London,Male
U0309,44.0,79047.83,Engineering,Paris,Male
U0310,41.0,89262.4,Marketing,New York,Male
U0311,36.0,62364.09,HR,New York,Female
U0312,44.0,90010.55,Marketing,New York,Male
U0313,49.0,94544.57,HR,London,Male
U0314,37.0,63277.64,HR,London,Female
U0315,58.0,124322.7,Marketing,Tokyo,Male
U0316,42.0,91067.7,HR,London,Female
U0317,36.0,58443.51,Sales,New York,Female
U0318,,80814.43,HR,London,Female
U0319,58.0,119352.6,Engineering,New York,Male
U0320,34.0,76374.57,Marketing,New York,Male
U0321,40.0,81667.82,Sales,New York,Male
U0322,51.0,116268.36,Marketing,Paris,Male
U0323,39.0,76733.39,Engineering,Tokyo,Male
U0324,35.0,67279.06,Engineering,Tokyo,Male
U0325,57.0,104252.09,Engineering,New York,Male
U0326,57.0,104660.58,HR,London,Male
U0327,41.0,71755.15,HR,Tokyo,Female
U0328,40.0,82184.0,Marketing,New York,Male
U0329,28.0,53309.01,Marketing,London,Female
U0330,25.0,53306.93,Sales,Paris,Female
U0331,55.0,97907.51,Sales,Paris,Female
U0332,23.0,37443.08,Marketing,New York,Female
U0333,26.0,43274.57,HR,London,Female
U0334,31.0,83692.71,Engineering,Paris,Male
U0335,53.0,104343.19,Marketing,Paris,Male
U0336,34.0,67336.34,Sales,Paris,Female
U0337,26.0,51225.47,HR,London,Female
U0338,31.0,77528.29,Marketing,New York,Female
U0339,31.0,45866.61,Marketing,New York,Male
U0340,59.0,117401.0,HR,Paris,Female
U0341,48.0,79772.86,Marketing,New York,Male
U0342,42.0,60201.86,HR,Tokyo,Female
U0343,29.0,50657.6,Engineering,Paris,Male
U0344,22.0,48121.64,HR,London,Female
U0345,49.0,90022.19,HR,New York,Female
U0346,35.0,73957.65,HR,London,Female
U0347,42.0,85064.76,Marketing,New York,Male
U0348,51.0,100609.34,Marketing,London,Male
U0349,42.0,96649.64,HR,London,Female
U0350,30.0,54039.63,Marketing,New York,Female
U0351,38.0,79806.55,Sales,Paris,Female
U0352,26.0,33969.13,Sales,Paris,Female
U0353,52.0,104987.79,Marketing,London,Female
U0354,59.0,115427.84,Marketing,Tokyo,Male
U0355,40.0,68177.54,HR,London,Female
U0356,57.0,117984.99,Engineering,Tokyo,Male
U0357,54.0,100610.49,Marketing,Paris,Male
U0358,34.0,85321.85,Sales,Tokyo,Male
U0359,35.0,45661.83,HR,New York,Female
U0360,54.0,110482.59,Marketing,Tokyo,Female
U0361,50.0,100426.97,Sales,New York,Female
U0362,57.0,111191.36,Sales,London,Female
U0363,31.0,56707.64,Engineering,Tokyo,Male
U0364,52.0,104686.28,HR,New York,Male
U0365,27.0,64621.91,HR,London,Female
U0366,22.0,27278.14,Engineering,Tokyo,Male
U0367,28.0,47940.13,Engineering,Tokyo,Male
U0368,48.0,85496.83,HR,New York,Male
U0369,42.0,73027.08,HR,London,Female
U0370,49.0,101427.49,Marketing,New York,Male
U0371,37.0,79893.37,Marketing,Tokyo,Male
U0372,44.0,98651.03,Engineering,London,Male
U0373,41.0,88050.98,Marketing,Paris,Male
U0374,59.0,124861.42,Sales,Paris,Male
U0375,46.0,77881.92,Marketing,Paris,Female
U0376,49.0,112835.63,Marketing,Tokyo,Male
U0377,26.0,49902.42,Sales,Paris,Female
U0378,42.0,94329.96,Engineering,Tokyo,Male
U0379,39.0,64238.33,Sales,London,Female
U0380,27.0,51585.8,Marketing,New York,Female
U0381,50.0,109430.16,Engineering,Tokyo,Male
U0382,40.0,80279.24,Marketing,London,Male
U0383,,100460.3,Sales,London,Female
U0384,22.0,57098.13,Sales,London,Female
U0385,24.0,36285.86,Marketing,New York,Female
U0386,42.0,83795.73,HR,Tokyo,Male
U0387,56.0,118401.71,HR,London,Male
U0388,24.0,68956.9,Sales,Paris,Female
U0389,46.0,87416.44,Sales,Paris,Male
U0390,59.0,115235.49,HR,London,Female
U0391,41.0,77553.09,HR,Paris,Female
U0392,55.0,112384.7,Marketing,Paris,Male
U0393,42.0,89879.28,Marketing,Tokyo,Male
U0394,44.0,98933.13,HR,New York,Female
U0395,27.0,61560.48,Marketing,Tokyo,Female
U0396,34.0,63026.26,Marketing,London,Female
U0397,44.0,96133.71,Engineering,London,Male
U0398,30.0,60915.46,Marketing,Paris,Female
U0399,38.0,83452.52,Sales,Tokyo,Male
U0400,23.0,54023.67,Marketing,London,Female
U0401,40.0,96301.26,Marketing,London,Male
U0402,40.0,76454.09,HR,Paris,Female
U0403,28.0,50544.47,Sales,Paris,Female
U0404,41.0,86471.63,Marketing,London,Male
U0405,30.0,71825.17,Marketing,Tokyo,Female
U0406,38.0,76580.64,Engineering,New York,Male
U0407,48.0,108477.12,Marketing,Tokyo,Male
U0408,23.0,52900.58,Marketing,Paris,Female
U0409,57.0,111987.85,Engineering,London,Male
U0410,40.0,85633.36,HR,Paris,Male
U0411,38.0,71651.73,Marketing,London,Male
U0412,26.0,54386.0,Engineering,London,Male
U0413,39.0,67268.41,Sales,New York,Female
U0414,28.0,55318.43,HR,Paris,Female
U0415,38.0,85996.89,Sales,New York,Male
U0416,57.0,121671.47,Sales,Tokyo,Male
U0417,25.0,56208.42,Engineering,Paris,Male
U0418,59.0,120874.8,Marketing,New York,Male
U0419,46.0,93598.46,Engineering,Paris,Male
U0420,26.0,39329.43,Engineering,New York,Male
U0421,51.0,99939.15,Engineering,New York,Male
U0422,33.0,67826.16,Engineering,Paris,Male
U0423,25.0,38755.97,HR,Tokyo,Female
U0424,45.0,72482.44,Marketing,New York,Male
U0425,50.0,111288.33,Sales,New York,Female
U0426,30.0,60508.39,Sales,Paris,Female
U0427,25.0,52099.79,Marketing,Tokyo,Male
U0428,45.0,95556.27,Sales,Paris,Male
U0429,35.0,60178.33,Marketing,London,Female
U0430,26.0,47965.04,Sales,Paris,Female
U0431,39.0,93040.68,Engineering,London,Male
U0432,40.0,75113.45,Sales,New York,Female
U0433,33.0,63341.45,Marketing,Tokyo,Female
U0434,39.0,71305.12,Marketing,Tokyo,Female
U0435,38.0,68591.46,Marketing,Paris,Female
U0436,51.0,113054.81,Marketing,London,Male
U0437,45.0,65233.18,Marketing,Paris,Male
U0438,32.0,59429.86,HR,Tokyo,Female
U0439,56.0,114254.1,HR,London,Female
U0440,44.0,104967.91,Sales,Tokyo,Male
U0441,38.0,64647.75,Marketing,London,Male
U0442,22.0,30943.29,Sales,Paris,Male
U0443,36.0,63399.0,Marketing,New York,Male
U0444,53.0,113017.05,Marketing,New York,Male
U0445,30.0,61252.85,HR,London,Female
U0446,36.0,57573.64,HR,London,Female
U0447,49.0,98995.58,Engineering,New York,Male
U0448,45.0,105514.38,HR,Paris,Male
U0449,56.0,114644.8,Engineering,Paris,Male
U0450,43.0,87645.58,Engineering,Tokyo,Male
U0451,48.0,98247.42,Engineering,Tokyo,Male
U0452,40.0,84145.03,Engineering,New York,Male
U0453,33.0,53328.98,Engineering,New York,Male
U0454,41.0,79680.76,Sales,New York,Male
U0455,22.0,42202.44,HR,London,Female
U0456,42.0,79165.31,Engineering,Tokyo,Male
U0457,22.0,50861.22,Marketing,New York,Male
U0458,31.0,55660.07,HR,New York,Female
U0459,53.0,102400.32,HR,Tokyo,Female
U0460,43.0,73398.27,Engineering,New York,Male
U0461,39.0,81783.11,Sales,New York,Female
U0462,53.0,115419.03,Engineering,Paris,Male
U0463,48.0,92389.79,Sales,Tokyo,Female
U0464,49.0,106073.9,Marketing,Paris,Male
U0465,39.0,76530.43,HR,Tokyo,Female
U0466,50.0,74725.51,Marketing,New York,Male
U0467,39.0,77484.85,Sales,London,Female
U0468,29.0,56244.29,Sales,London,Female
U0469,52.0,105029.96,Marketing,Paris,Male
U0470,55.0,112531.85,Sales,London,Male
U0471,28.0,49160.78,Marketing,London,Female
U0472,57.0,128713.15,HR,Paris,Female
U0473,39.0,77338.38,Marketing,New York,Male
U0474,59.0,116003.36,HR,Tokyo,Male
U0475,30.0,67445.3,Marketing,New York,Female
U0476,30.0,60185.4,Sales,Paris,Male
U0477,29.0,83658.42,Marketing,New York,Male
U0478,56.0,109900.92,Sales,New York,Male
U0479,39.0,81518.15,Marketing,Paris,Male
U0480,26.0,44508.47,Marketing,Paris,Female
U0481,35.0,78705.36,Engineering,Paris,Male
U0482,49.0,101087.18,Sales,London,Male
U0483,51.0,98610.32,Engineering,Paris,Male
U0484,25.0,41275.62,Sales,Paris,Female
U0485,41.0,68905.78,Engineering,Paris,Male
U0486,46.0,96187.15,HR,Paris,Female
U0487,49.0,84131.21,Marketing,New York,Male
U0488,33.0,79084.74,Sales,Paris,Male
U0489,23.0,33371.55,Sales,Tokyo,Female
U0490,35.0,68216.25,Marketing,Paris,Female
U0491,43.0,77184.59,Sales,Tokyo,Female
U0492,52.0,104326.86,Sales,Tokyo,Female
U0493,44.0,88265.07,Engineering,London,Male
U0494,41.0,86448.03,Sales,London,Female
U0495,59.0,102737.21,HR,New York,Male
U0496,25.0,42362.97,HR,Paris,Female
U0497,36.0,81705.47,Marketing,Paris,Male
U0498,45.0,96585.52,Sales,Tokyo,Male
U0499,46.0,67005.17,Marketing,Paris,Female
U0500,22.0,47772.3,HR,Tokyo,Female
U0501,28.0,45675.35,Sales,London,Female
U0502,52.0,98081.77,Sales,New York,Male
U0503,33.0,63726.72,Marketing,London,Female
U0504,26.0,67573.9,HR,Paris,Female
U0505,59.0,107573.03,Sales,Tokyo,Male
U0506,33.0,51961.07,Marketing,London,Male
U0507,39.0,82503.19,HR,Paris,Male
U0508,23.0,45719.82,Marketing,Tokyo,Female
U0509,31.0,74070.03,Engineering,Paris,Male
U0510,36.0,68471.66,Sales,Paris,Female
U0511,51.0,114108.17,Engineering,New York,Male
U0512,38.0,76162.69,HR,London,Female
U0513,25.0,55291.15,Engineering,Paris,Male
U0514,28.0,72239.43,Engineering,Paris,Male
U0515,52.0,102327.52,HR,New York,Male
U0516,55.0,120446.66,Marketing,New York,Male
U0517,27.0,47864.01,Engineering,Tokyo,Male
U0518,59.0,120275.39,Marketing,Paris,Male
U0519,55.0,95553.41,Engineering,Paris,Male
U0520,36.0,66956.8,Marketing,Paris,Female
U0521,35.0,59419.65,HR,Paris,Female
U0522,27.0,66207.53,Engineering,New York,Male
U0523,58.0,133387.98,HR,London,Female
U0524,53.0,102452.98,Engineering,New York,Male
U0525,24.0,40269.62,HR,Tokyo,Female
U0526,24.0,34860.56,HR,New York,Female
U0527,43.0,88645.41,Engineering,London,Male
U0528,43.0,79977.14,Engineering,Paris,Male
U0529,31.0,56512.84,Engineering,Tokyo,Male
U0530,24.0,64295.89,Sales,Tokyo,Female
U0531,33.0,63036.01,Marketing,Paris,Male
U0532,50.0,105866.5,Sales,London,Female
U0533,38.0,76529.61,Sales,New York,Female
U0534,28.0,42447.95,HR,Paris,Female
U0535,34.0,49551.2,Engineering,London,Male
U0536,23.0,50875.22,Marketing,London,Female
U0537,25.0,67041.11,HR,London,Female
U0538,31.0,65149.88,Sales,Paris,Female
U0539,45.0,96240.9,Engineering,London,Male
U0540,38.0,66952.94,HR,Tokyo,Female
U0541,27.0,64148.94,Engineering,Tokyo,Male
U0542,40.0,90025.04,HR,New York,Female
U0543,26.0,45038.02,Engineering,New York,Male
U0544,53.0,111454.09,Sales,London,Male
U0545,31.0,44335.82,Marketing,London,Male
U0546,30.0,67239.12,Sales,London,Female
U0547,48.0,90275.82,Marketing,New York,Male
U0548,34.0,55728.71,Engineering,Tokyo,Male
U0549,40.0,84026.4,HR,Tokyo,Male
U0550,42.0,66282.7,Sales,Paris,Female
U0551,45.0,93424.14,Marketing,New York,Male
U0552,59.0,106677.21,Sales,London,Male
U0553,25.0,36537.24,Marketing,Tokyo,Female
U0554,45.0,90598.53,Sales,Paris,Female
U0555,56.0,110274.49,Marketing,Tokyo,Female
U0556,24.0,62567.89,Marketing,Paris,Female
U0557,25.0,37151.99,Engineering,London,Male
U0558,58.0,129750.54,Marketing,London,Male
U0559,56.0,100623.55,Engineering,Tokyo,Male
U0560,52.0,113194.42,Marketing,New York,Male
U0561,46.0,103060.93,HR,Tokyo,Female
U0562,34.0,71214.59,HR,New York,Female
U0563,25.0,42090.46,HR,Tokyo,Female
U0564,35.0,54770.46,Marketing,New York,Male
U0565,34.0,48482.24,Engineering,London,Male
U0566,48.0,114522.91,Engineering,Paris,Male
U0567,27.0,51031.45,Marketing,New York,Male
U0568,38.0,64953.32,HR,London,Female
U0569,57.0,102568.39,HR,Paris,Female
U0570,56.0,113678.62,Engineering,London,Male
U0571,38.0,72051.48,HR,London,Female
U0572,23.0,26807.07,Sales,London,Female
U0573,34.0,76645.41,Engineering,New York,Male
U0574,23.0,49349.84,HR,London,Female
U0575,49.0,116399.11,Engineering,London,Male
U0576,47.0,105407.91,Sales,London,Female
U0577,43.0,55018.53,Engineering,New York,Male
U0578,24.0,62169.74,Engineering,Tokyo,Male
U0579,56.0,124074.91,Engineering,London,Male
U0580,33.0,58636.27,Engineering,Tokyo,Male
U0581,45.0,85674.24,Sales,London,Female
U0582,26.0,56117.25,Marketing,New York,Female
